Timestamp,Cargo Scored,Team Number,Starting Platform,Game Piece Start,Sandstorm Hatch,Sandstorm Cargo,Ship Cargo,Ship Hatch,Rocket Cargo,Rocket Hatch,Dropped Cargo,Dropped Hatch,Total Cargo,Total Hatch,Total Points,Rocket Level,"Did they defend? If so, how well?",,HAB Level,Did they show?,Additional comments (optional),Hatches Scored
3/16/2019 15:21,0,2961,1,Neither,Neither,Neither,0,0,0,0,0,0,0,0,0,0,Mediocre,,0,Yes,,0
3/16/2019 16:35,0,2961,1,Neither,Neither,Neither,0,0,0,0,0,0,0,0,0,0,Mediocre,,1,Yes,Defense only,0
3/16/2019 17:10,0,2961,1,Neither,Neither,Neither,0,0,0,0,0,0,0,0,0,0,Mediocre,,1,Yes,,0
3/17/2019 9:21,0,2961,1,Neither,Neither,Neither,0,0,0,0,0,0,0,0,0,0,Mediocre,,1,Yes,,0
3/16/2019 11:38,2,2988,2,Hatch Panel,Neither,Neither,2,0,0,1,0,0,2,0,6,1,Did not defend,,2,,,#REF!
3/16/2019 16:21,0,2988,2,Hatch Panel,Cargo Ship,Neither,0,1,0,4,0,1,0,0,0,3,Did not defend,,0,Yes,,#REF!
3/16/2019 17:37,0,2988,2,Hatch Panel,Rocket,Neither,0,3,0,1,0,0,0,0,0,1,Did not defend,,2,Yes,,#REF!
3/16/2019 12:25,0,2988,1,Hatch Panel,Cargo Ship,Neither,0,3,0,0,0,1,0,0,0,0,Did not defend,,2,Yes,Pretty good,#REF!
3/16/2019 12:54,0,2988,2,Hatch Panel,Neither,Neither,0,2,0,1,1,0,0,1,2,1,Did not defend,,2,Yes,,#REF!
3/16/2019 18:30,0,2988,1,Cargo,Neither,Neither,0,2,0,1,1,0,0,1,2,0,Did not defend,,0,Yes,,#REF!
3/16/2019 12:24,0,2988,1,Neither,Neither,Neither,0,1,0,1,0,0,0,0,0,0,Did not defend,,2,Yes,,#REF!
3/17/2019 10:04,0,2988,2,Hatch Panel,Neither,Neither,0,0,0,1,0,0,,,,2,Did not defend,,2,Yes,,#REF!
3/16/2019 18:16,2,3373,1,Hatch Panel,Rocket,Neither,2,0,0,1,0,0,2,0,6,0,Did not defend,,1,Yes,,#REF!
3/16/2019 11:02,1,3373,1,Hatch Panel,Rocket,Neither,1,0,0,0,0,0,1,0,3,1,Did not defend,,1,,I could barely keep track of the robot,#REF!
3/16/2019 17:23,0,3373,1,Hatch Panel,Rocket,Neither,0,0,0,4,0,0,0,0,0,3,Did not defend,,1,Yes,Fan go to lvl 3 rocket hatch,#REF!
3/16/2019 15:49,0,3373,1,Hatch Panel,Cargo Ship,Neither,0,2,0,1,0,0,0,0,0,1,Did not defend,,2,Yes,,#REF!
3/16/2019 17:02,0,3373,1,Hatch Panel,Cargo Ship,Neither,0,2,0,1,0,0,0,0,0,1,Did not defend,,2,Yes,,#REF!
3/16/2019 12:25,0,3373,1,Hatch Panel,Neither,Neither,0,0,0,2,0,1,0,0,0,3,Did not defend,,1,Yes,,#REF!
3/16/2019 14:02,0,3373,1,Hatch Panel,Neither,Rocket,0,1,0,1,0,1,0,0,0,0,Did not defend,,1,Yes,,#REF!
3/16/2019 14:54,0,3373,1,Hatch Panel,Rocket,Neither,0,0,0,0,0,0,0,0,0,0,Did not defend,,0,Yes,Please tell him to sit down,#REF!
3/16/2019 11:57,4,3389,1,Cargo,Neither,Cargo Ship,4,0,0,0,0,0,4,0,12,0,Did not defend,,1,,,0
3/17/2019 9:45,4,3389,1,Cargo,Both,Cargo Ship,4,0,0,0,0,0,0,0,0,1,Did not defend,,1,Yes,,0
3/16/2019 11:10,3,3389,1,Cargo,Neither,Cargo Ship,3,0,0,0,0,0,3,0,9,0,Did not defend,,1,,,0
3/16/2019 14:02,3,3389,1,Cargo,Neither,Cargo Ship,3,0,0,0,0,0,3,0,9,0,Did not defend,,0,Yes,,0
3/16/2019 16:54,1,3389,1,Cargo,Neither,Cargo Ship,1,0,0,0,0,0,1,0,3,0,Did not defend,,1,Yes,,0
3/16/2019 17:30,1,3389,1,Cargo,Neither,Neither,1,0,0,0,0,0,1,0,3,0,Did not defend,,1,Yes,,0
3/16/2019 11:20,0,3714,1,Neither,Neither,Neither,0,0,0,0,0,0,0,0,0,0,Did not defend,,0,,Absent,0
3/16/2019 12:55,0,3714,1,Neither,Neither,Neither,0,0,0,0,0,0,0,0,0,0,Did not defend,,1,Yes,,0
3/17/2019 9:33,0,3719,1,Neither,Neither,Neither,0,0,0,0,0,0,0,0,0,0,Mediocre,,1,Yes,,0
3/17/2019 9:45,1,3748,2,Hatch Panel,Neither,Neither,1,2,0,0,0,1,0,0,0,0,Did not defend,,1,Yes,,2
3/16/2019 16:28,0,3748,1,Hatch Panel,Neither,Neither,0,2,0,0,1,1,0,1,2,0,Did not defend,,2,Yes,,2
3/16/2019 11:38,0,3748,2,Hatch Panel,Neither,Neither,0,1,0,0,0,1,0,0,0,0,Did not defend,,1,,,1
3/16/2019 14:54,0,3748,2,Hatch Panel,Neither,Neither,0,1,0,0,0,0,0,0,0,0,Did not defend,,0,Yes,,1
3/16/2019 14:25,0,3798,1,Hatch Panel,Neither,Neither,0,2,0,0,1,0,0,1,2,0,Did not defend,,2,Yes,,2
3/16/2019 17:38,3,3941,2,Hatch Panel,Neither,Neither,3,1,0,1,0,0,3,0,9,1,Did not defend,,2,Yes,,2
3/16/2019 16:06,3,3941,2,Hatch Panel,Neither,Neither,3,0,0,0,0,1,3,0,9,0,Did not defend,,2,Yes,,0
3/16/2019 11:38,2,3941,2,Cargo,Cargo Ship,Neither,2,0,0,0,1,0,2,1,8,0,Did not defend,,1,,,0
3/16/2019 12:06,1,3941,1,Hatch Panel,Neither,Neither,1,4,0,0,0,0,1,0,3,0,Did not defend,,1,Yes,decent cargo collection,4
3/16/2019 14:32,0,3941,2,Hatch Panel,Neither,Neither,0,0,0,0,0,1,0,0,0,0,Mediocre,,1,Yes,,0
3/16/2019 14:40,1,3945,2,Cargo,Neither,Neither,0,0,1,1,0,0,1,1,5,1,Did not defend,,2,Yes,,1
3/16/2019 15:06,7,4099,2,Hatch Panel,Neither,Neither,4,0,3,1,0,0,7,3,27,2,Did not defend,,1,Yes,,1
3/16/2019 15:48,3,4099,2,Hatch Panel,Neither,Neither,3,1,0,0,0,1,3,0,9,0,Did not defend,,1,Yes,,1
3/16/2019 17:11,3,4099,2,Hatch Panel,Neither,Neither,3,1,0,0,0,1,3,0,9,0,Did not defend,,1,Yes,,1
3/16/2019 17:52,3,4099,2,Hatch Panel,Neither,Neither,3,0,0,0,0,1,3,0,9,0,Poor,,0,Yes,,0
3/16/2019 11:18,0,4099,2,Hatch Panel,Rocket,Neither,0,0,0,1,0,0,0,0,0,1,Did not defend,,1,,,1
3/16/2019 11:16,0,4099,2,Hatch Panel,Rocket,Neither,0,0,0,0,0,0,0,0,0,1,Did not defend,,1,,,0
3/16/2019 14:32,0,4099,2,Hatch Panel,Neither,Neither,0,0,0,0,0,0,0,0,0,0,Did not defend,,0,Yes,half of wheels broke,0
3/16/2019 15:00,5,4456,1,Neither,Neither,Neither,3,0,2,4,0,0,5,2,19,3,Did not defend,,3,Yes,"Great cycle time and reach, can climb ",4
3/16/2019 18:01,5,4456,1,Neither,Neither,Neither,5,0,0,0,0,0,5,0,15,0,Did not defend,,0,Yes,Fell down halfway through match,0
3/16/2019 16:12,4,4456,1,Neither,Neither,Neither,4,0,0,0,2,0,4,2,16,0,Did not defend,,3,Yes,,0
3/17/2019 9:21,4,4456,1,Hatch Panel,Neither,Neither,2,0,2,0,1,0,0,0,0,1,Did not defend,,1,Yes,I COULDN'T SEE,0
3/16/2019 17:16,3,4456,1,Cargo,Neither,Neither,2,0,1,1,0,0,3,1,11,1,Did not defend,,2,Yes,,1
3/16/2019 11:57,1,4456,1,Cargo,Neither,Neither,1,0,0,0,0,0,1,0,3,0,Did not defend,,0,,,0
3/16/2019 11:17,0,4456,2,Hatch Panel,Rocket,Neither,0,0,0,1,0,0,0,0,0,0,Mediocre,,1,,"Bad control, couldn't get cargo, wobbly hatch",1
3/16/2019 12:40,3,4505,2,Hatch Panel,Cargo Ship,Neither,3,1,0,0,0,1,3,0,9,0,Did not defend,,1,Yes,Mechanism broke cargo/hatch halfway through,1
3/16/2019 11:38,3,4505,2,Cargo,Neither,Cargo Ship,3,0,0,0,1,0,3,1,11,0,Did not defend,,1,,,0
3/16/2019 12:40,3,4505,2,Hatch Panel,Cargo Ship,Neither,3,0,0,0,0,0,3,0,9,0,Did not defend,,1,Yes,,0
3/16/2019 14:39,3,4505,2,Hatch Panel,Cargo Ship,Neither,3,0,0,0,1,0,3,1,11,0,Did not defend,,0,Yes,,0
3/16/2019 17:46,2,4505,2,Hatch Panel,Cargo Ship,Neither,2,2,0,0,0,0,2,0,6,1,Did not defend,,1,Yes,,2
3/16/2019 14:40,2,4505,2,Hatch Panel,Neither,Neither,2,0,0,1,1,0,2,1,8,1,Did not defend,,1,Yes,,1
3/17/2019 9:38,1,4505,2,Hatch Panel,Neither,Neither,1,1,0,0,0,0,0,0,0,0,Did not defend,Hatch on ship,1,Yes,,1
3/16/2019 17:04,1,4505,1,Hatch Panel,Cargo Ship,Neither,1,0,0,0,1,0,1,1,5,0,Good,,1,Yes,,0
3/16/2019 16:28,0,4505,1,Hatch Panel,Cargo Ship,Neither,0,0,0,0,2,0,0,2,4,0,Mediocre,,1,Yes,,0
3/16/2019 15:35,3,4541,1,Hatch Panel,Neither,Neither,3,1,0,1,1,0,3,1,11,1,Did not defend,,0,Yes,,2
3/16/2019 15:15,2,4541,1,Hatch Panel,Neither,Neither,2,1,0,0,3,0,2,3,12,0,Did not defend,,1,Yes,,1
3/16/2019 11:26,2,4541,1,Hatch Panel,Neither,Neither,2,0,0,0,2,1,2,2,10,0,Did not defend,,1,,Lol,0
3/16/2019 18:22,2,4541,1,Hatch Panel,Neither,Neither,2,0,0,0,4,0,2,4,14,0,Did not defend,,1,Yes,,0
3/16/2019 14:33,1,4541,1,Hatch Panel,Neither,Neither,1,0,0,0,1,0,1,1,5,0,Did not defend,,1,Yes,,0
3/16/2019 17:30,0,4541,1,Cargo,Neither,Neither,0,0,0,0,1,0,0,1,2,0,Did not defend,,1,Yes,,0
3/17/2019 10:05,0,4541,2,Hatch Panel,Neither,Neither,0,0,0,0,0,0,0,0,0,0,Did not defend,Nothing,0,Yes,Disabled???,0
